Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Ciocolata Katzenzungen Kufferle,559,9,37.2,47.1,0,1 buc = 4.16 g
Ciocolata Kinder Country,553,9.5,33.7,53,0,1 buc = 23.5 g
Ciocolata lapte alpin Ritter Sport ,542,8,32,55,2.7,1 buc = 100 g
Ciocolata lapte cu bucati de cacao si cafea Heidi,525,8.3,31.3,55.9,0,1 buc = 90 g
Ciocolata Lindt extra Lapte,537,6.5,31,57,0,
Ciocolata mentolata cu alune Mister Choc Lidl,499,10,27.9,50.9,2.8,1 ciocolata mini = 20 g
Ciocolata Milka alune de padure,541,7.4,32,54.3,0,
Ciocolata Milka Bratapfel cu scortisoara si mar,509,6.7,26.7,59,0,
Ciocolata Milka cu biscuiti Oreo,560,5.5,35,54.5,1.3,
Ciocolata Milka Happy Cow,530,6.3,29.5,59,0,
Ciocolata Milka Luflee Milk,530,6.6,29.7,58.4,0,
Ciocolata Milka Luflee White,535,4.5,29.5,63,0,
Ciocolata Milka M-Joy Lapte,530,6.6,29.5,58.6,0,1 buc = 60 g
Ciocolata Milka M-Joy Orez crocant,505,6.7,25.5,62.5,1.8,1 buc = 35 g
Ciocolata Milka Noisette cu alune,545,7.7,33.5,52.6,0,
Ciocolata Milka Shoko & Keks,555,5.7,34.5,54.5,2.1,1 tableta = 8.3 g
Ciocolata Milka Weihnacht cu scortisoara si portocale,509,6.6,27.5,57.9,0,
Ciocolata mousse dark J. D. Gross,568,5.1,40.8,42.5,0,"1 baton = 14,5"
Ciocolata neagra 70% cacao Nero Perugina ,560,7.5,39.4,38.3,0,1 patratica = 8 g
Ciocolata neagra 70% cu zmeura Ecuador,541,7.2,39.7,33.3,0,"1 patratel = 12,5 g"
Ciocolata neagra 70% Wewel,474,8,38.8,34.5,11.8,1 buc =100 g
Ciocolata neagra 72% cu smochine si nuci Delhaize,565,8,45,32,11,
Ciocolata neagra 72% Frey,570,7,42,36,10,
Ciocolata neagra 74% Bellarom Lidl,561,9.7,41,32,0,
Ciocolata neagra 74% cacao Noir Kaufland,584,8.7,41,45,0,1 patratica = 10 g
Ciocolata neagra 75% cacao Sorini Tanzania,554,7.5,45.8,28,0,"1 cub = 12,5 g"
Ciocolata neagra 78% Frey,587,9,47,25,14,1 buc = 100 g
Ciocolata neagra 85% Auchan,599,9.4,52,16.8,13.2,
Ciocolata neagra 85% cacao Heidi Grand'Or,627.4,7.9,57.4,18.4,1.6,1cutie=80g
Ciocolata neagra 85% cacao Nero Perugina,617,8.1,51.6,24,12.3,1 patratel =10 g
Ciocolata neagra 85% cu migdale Casino,602,12,50,18,16,1 patratel = 10 g
Ciocolata neagra Arriba Superieur,550,10,42.8,22.8,1.7,
Ciocolata neagra bio Delhaize,543,7.5,41,36,12,
Ciocolata neagra cu alune Baron,536,6,35.1,48.8,0,
Ciocolata neagra cu alune de padure Dark & Hazelnuts Heidi,542,7.9,38.7,40.6,0,1 buc = 100 g
Ciocolata neagra cu alune de padure intregi Anidor,552.5,8,43.2,32.9,0,1 patratel = 5 g
Ciocolata neagra cu aroma de portocale Nero Perugina,537,4.7,32,54.3,0,1 bucata = 8 g
Ciocolata neagra cu arome de visine Baron,505,6,30.2,52.1,0,
Ciocolata neagra cu eritritol Paleolit,410,8.3,45.6,33.4,9.1,1 tableta = 100 g
Ciocolata neagra cu fructe de padure si stevia Torras,410,6.5,36,33,18,1 buc = 125 g
Ciocolata neagra cu indulcitor Dambert,420,5.6,33.2,48.7,7.9,1 buc = 85 g
Ciocolata neagra cu menta Laroshell,449,4,17,70,0,1 buc = 10 g
Ciocolata neagra cu migdale 72% Godiva,559,9,45,28,0,
Ciocolata neagra cu migdale fara zahar Torras,485,9,0.5,45,8,1 patratel = 5 g
Ciocolata neagra cu portocale Auchan,551,7.2,40.7,33.6,0,
Ciocolata neagra cu portocale Naturgie,550,9.3,45,22.2,16.7,1 ciocolata = 80 g
Ciocolata neagra cu sare Fleur de sel Noir Carrefour,562,7.1,40,39,9,1 patratel = 10 g
Ciocolata neagra Delhaize,508,5.5,31.3,51.1,8.3,1 buc = 200 g
Ciocolata neagra dessert tip menaj Carrefour,497,6.6,27,52,9.7,1 patratica = 8 g
Ciocolata neagra extra dark Ritter Sport,560,7,47,30,10.1,
Ciocolata neagra Firts Nice Lidl,492,4.6,28.1,51.4,0,1 tableta = 100 g
Ciocolata neagra pufoasa si intensa Primola ,357.5,4.9,19.7,47,0,1 bucata = 60 g
Ciocolata neagra Ritter Sport 73% Ritter Sport,603,8.7,49,25,0,1 buc = 100 g
Ciocolata Noir Orange cu portocale  Auchan,487,5.5,26,54,7,1 ciocolata = 200 g
Ciocolata Panna Cotta E.Wedell,505,4.5,28.5,56.4,2.5,
Ciocolata Primola alba delicata,551.6,13.4,31.8,50.7,0,1 tableta = 100 g
Ciocolata Primola amaruie 57% cacao,494,0.6,36.7,41.6,0,1 tableta = 100 g
Ciocolata Primola cappuccino cremos,552,11.9,33.5,48.8,0,1 tableta = 100 g
Ciocolata Primola frisca fina,560,16,33.6,46.6,0,1 tableta = 100 g
Ciocolata puro fondante 58% Diet line,449,4.7,34.1,37.1,0,1 cioco = 75 g
Ciocolata ROM Autentic,480,3.5,23.9,62.2,1.4,
Ciocolata semi-amaruie Schogetten,510,5.7,31,52,0,1 patratel = 5.5 g
Ciocolata Sprungli Cassis Intense coacaze negre si migdale Lindt,510,6.1,32,49,0,1 patratica = 10 g
Ciocolata stracciatella Lindt Excellence,590,6.1,40,51,0,1 tableta = 100 g
Ciocolata tiramisu bouquette Heidi,534,6.8,31.9,55.1,0.9,
Ciocolata Toblerone,520,5.7,29.5,58,0,
Ciocolata Triolade Milka,545,6,31.5,57,2,1 buc = 300 g
Clatite cu dulceata,295,1.5,15,36,0,
Coliva cu biscuiti si nuci,254.2,4.1,8,43,0.8,1 pahar mare 150g
Cookies cu ciocolata Weight Watchers,447,6.7,17.9,64.8,5.3,1 buc = 11 g
Cornete de inghetata 365,270,3.2,12.4,36.1,0.6,
Cornulete cu caise Boromir,455,12.5,18.3,60.1,3,1 punga = 250 g
Cornulete cu prune Boromir,466,13.7,18.8,60.5,0,1 punga = 250 g
Cozonac,540,7.4,12.2,80.1,3.4,1 felie = 40 g
Cozonac cacao Boromir 500g,406.8,10.2,20.4,45.6,3,
Cozonac cu cacao si rahat Boromir,434,10,14.5,63,3.5,
Cozonac cu crema de ciocolata si rom Boromir,385,9,16.5,50.3,0,1 cozonac = 450 g
Cozonac cu nuca Grewe,377.5,6.6,8.7,50.2,0,1 felie = 45 g
"Cozonac cu rahat, stafide si cacao Nacy",373.6,10.1,24,36.3,0,q buc =  800 g
Cozonac paneton clasic Pineta,382,6.5,15.1,53.7,2.4,1 buc = 500 g
"Cozonac Popular cu nuca, stafide si cacao Dobrogea ",333,10.4,9.7,48.9,0,1 buc = 500 g
Crema cacao cu 13% alune de padure Choco Nussa ,560,5.9,35.7,51.8,3.7,
Crema ciocolata hiperproteica Carrefour,62,7.9,1.6,2.9,2.1,1 cutie = 200 g
Crema de arahide Sympathica,513,9,30.4,47.7,6.3,1 borcan = 400 g
Crema de branza dietetica Exquisa Frucht&Quark Maracuia,87,6,3,9.2,0,
Crema de cacao Chocremo Duo Cream K-Classic Kaufland,561,2.1,35,59,1,
Crema de cacao cu gust de alune de padure Sympathica,558,1.6,33.6,61.6,1.2,
Crema de ciocolata Finetti,550,3,35,55,0,
Crema de ciocolata keto,486,6,47.4,6,2.1,
Crema de ciocolata Nutella Ferrero,546,6,31.6,57.6,0,
Crema de ciocolata si vanilie duo cream K-Classic,561,2.1,35,59,0,1 borcan = 400 g
Crema de ciocolata stevia 24% Sweet&Safe,413.4,9.8,32.8,37.1,14.3,1 borcan = 220 g
Crema de zahar ars cu indulcitor,72.5,5.1,3.2,5.2,0.9,
Crema de zahar ars Dr. Oetker,110,2.8,2.9,18.2,0,1 buc = 104 g
Crema desert de roscove Bio All Green,564,3.5,39.9,59.4,0,1 borcan = 400 gr
Crema dietetica de ciocolata cu alune Nuss,570,5,37,52,0,1 borcanel = 200 g
Crema pentru prajituri cu gust de ciocolata Dr. Oetker,175,4,7.7,22.5,0,1 plic = 55 g
Crema tartinabila cu alune Proxi,541,6,32,53,6.2,
Cremsnit Dr. Oetker,138,2.6,2.9,25.3,0,1 pachet = 230 g
Croissant All' Albicoca Gusparo,395,7.2,16.8,53.8,0,1 bucata = 40 g
Croissant ciocolata Mega Image,440,7,26,43,3,1 buc =  75 g
Croissant cu cacao Vita Star,388,6.6,16.2,52.1,3.9,1 buc = 80 g
Croissant cu ciocolata 365,443,6.3,25.7,46.3,0,1 buc = 75 g
Croissant cu ciocolata K-Classic Kaufland,400,6.5,18,59.9,2.3,
Croissant cu crema caramel Fine Foods,404,6.7,18.5,50.9,3.8,1 croissant = 80 g
Croissant cu crema de cacao Boromir,370,5.7,11.2,67.2,0,1 bucata = 50 g
Croissant cu crema de caise Boromir,375.1,5.9,13.5,57.5,0,1 buc = 50 g
Croissant cu crema de vanilie K-Classic Kaufland,355,6.6,13,49,9.2,
Croissant cu gem de capsuni Dolce Momento,443,6.8,25.6,53.6,0,1 buc = 100 g
Croissant Double cu vanilie si cacao 7 Days,450,7,28,44,0,1 croissant = 80 g
Croissant Double cu vanilie si visine 7 Days,430,6,25,44,0,1 croissant = 80 g
Croissant Panna e Cacao Casalini,426,5.7,22.4,50.4,0,1 buc = 50 g
Croissantul casei cu crema de lamaie si vanilie Alka,443,7.9,26.6,43.2,1.5,1 buc = 70 g
Desert Amina Snack Attack,217,12.5,2.5,34.9,0,1 cutie = 200 g
Desert cafe frappe Grand Dessert Ehrmann,118,2.6,4.8,16,0,1 paha r= 200 g
Desert crema de ciocolata Fit Vital diet Ehrmann,62,3.5,0.9,10,0.5,
Desert cu gust de cappuccino Carrefour,414,2.3,20.7,54.7,0,1 bomboana = 12 g
Desert cu lapte si aroma de fistic Casino,117,3.3,3.3,18,0,1 cutie = 125 g
Desert de cacao si frisca Liegeois Zott,108,1.4,3.5,17.6,0,1 pahar = 175 g
Desert de ciocolata Sly Diet,409.3,14.2,8.7,68.7,0,
Desert de vanilie si frisca Liegeois Zott,99,1.5,3.4,15.7,0,1 pahar = 175 g
Desert din soia cu aroma de vanilie + calciu Joya,88.7,3.1,1.9,14.5,0.6,
Desert lapte Monte Zott,195,2.8,13.3,15.9,0,1 cutie = 55 g
Desert orez cu lapte si ciocolata Muller,111,3.3,2.5,18.8,0,
Desert Profiteroles Bonta Divina,266,6,15.2,28.9,2.4,
Desert vegan carob si menta Fito-Fitt,570,2.2,37,57,4,1 buc = 90 g
Drajeuri acrisoare Crazy Sours Skittles ,403,0,4.2,89.2,0,1 cutie = 45 g
Drajeuri cu cacao Bonibon,497,2.2,20.9,75,1.2,1 tub = 27 g
Dropsuri cu cirese Granini,358,0,0,94,0,1 drops = 44.2 g
Dropsuri cu zmeura si lime Orbit Clean,237,0,0,97,0,
Dropsuri wild fruit flavour Orbit,236,0,0,96.4,0,1 cutie = 35 g
Dulceata afine St. Dalfour,211,0.6,0.1,52,1.1,
Dulceata de afine Fine Food,314,0,0,78,0.4,
Dulceata de capsuni Topoloveni,261,0.7,0.4,64.4,5.2,
Dulceata de cirese negre Topoloveni,258,1.4,0.1,63.4,17.3,1 borcan = 260 g
Dulceata de gutui Topoloveni,255,1.8,0.4,65.2,8.5,1 borcan = 270 g
Dulceata de mure Horeca,288,0,0,72,0,1 borcan = 900 g
Dulceata de visine,282,0.8,0,68,0,
Dulceata de zmeura La Grande Famiglia,294,2.1,0,71.5,0,1 lingurita = 10 g
Dulceata dietetica de cirese negre St. Dalfour,212,0.8,0.1,52,1.2,1 borcan = 284 g
Dulceata dietetica patru fructe St. Dalfour ,229,0.7,0.2,56,2.6,1 borcan = 284 g
Dulceata fructe padure diat Schwartau,178,0.3,0.1,41,0,1 lingurita = 10 g
Dulceata merisoare River Valley,183,0.5,0.5,44,2,1 borcan = 400 g
Ecler,329,5.9,10.2,55.2,0,
Ecler cu ciocolata Paul,249.4,4.1,11.1,37.8,1.1,1 ecler = 113 g
Ecler vanilie fara frisca Ring ,325,5,11,30,0,1 buc = 225 g
Eugenie cacao Antonia,479,6.5,20.9,64.4,3.8,1 buc = 36 g
Eugenie cacao cu crema de vanilie Fox RoStar,356.7,4.7,16.5,47.4,0,1 buc = 15 g
Eugenie Croco,470,6.5,19,67,2.5,
Eugenie cu crema de vanilie si lamaie verde Fox RoStar,462.4,7.5,17.8,68,0,1 buc = 20 g
Eugenie de vanilie cu crema de cacao Fox RoStar,455.9,6.7,16,71.3,0,2 buc = 30 g
Eugenie Duky Arslan,502.2,6,21.3,68.2,0,1 buc = 36 g
Felie de lapte Milch-schnitte Kinder,414,8,27.9,34,1.2,1 buc = 28 g
Figurine de ciocolata Merry Christmas Heidi,538,7.6,31.6,55.9,0,1 buc = 20 g
Foietaj cu crema de lapte KFC,510.4,8.4,1.9,74.2,0,1 buc = 55 g
Frisca  Hopla,280,0.8,28.5,5.1,0.8,
Frisca Dr. Oetker produs finit,176.9,3.3,9.7,19,0,
Frisca preparata din praf Darling,141,4.9,6.6,15.4,0,
Frisca tub Adora,222,1.5,20.8,7.3,0,
Fructe de mare 365,558,6.2,35,52.9,3.1,1 cutie = 125 g
Fulgi de ciocolata 77% Dolfin,507,10.1,40,25.6,14.6,
Fursecuri asortate partial invelite in ciocolata Sondey,500,6.9,24.9,60.5,0,
Fursecuri Coco Fleur Lambertz,541,6.6,32.1,54.4,4.1,1 cutie = 125 g
Fursecuri cu alune si migdale Kaufland,546,12,30.8,54.7,0.9,
Fursecuri cu unt fara zahar Coppenrath,455,6,21.3,67.5,4,1 pachet = 200 g
Fursecuri de casa cu stafide si rahat,331,6.8,10.8,52.2,5.6,
Fursecuri integrale ecologice cu stafide Naturalia,477,6.7,20.2,63.8,0,1 fursec = 25 g
Fursecuri pentru cafea Penny,534,4.7,31,57.8,0,1 bucata = 22.2 g
Gauffre belgiana,373,6.9,17,49,1,1 gauffre = aprox 90 g
Gaufre cu miere bio All Green ,492,11.8,20.1,72,1.6,
Gaufre cu oua Lidl,466,6.8,27,48,2.1,
Gaufre Mega Image,474,8.1,27.4,48.2,1.3,1 bucata = 21 g
Gem caise light Carrefour,167,0.4,0.1,41,1.3,
Gem de afine Rhapsodie de Fruit St. Dalfour,211,0,0,52,1.1,1 lingurita = 10 g
Gem de capsuni diet Gobber,175,1,1,42,0,
Gem de fructe de padure extra Matinal,245,0.5,0.4,57.6,2.7,1 borcanel = 340 g
Gem de merisor Ikea,168,0,0,42,0,1 borcan = 400 g
Gem de piersici Vita,233,0,0,62,0,
Gem de prune Bio-Jam O'Earth,194,0.8,0.3,48,2.2,1 borcanel = 225 g
Gem de zmeura fara zahar Hero Diet,35,0.8,0.2,7.9,2,
Gem dietetic de caise D'Arbo,143,0.4,0.1,57,0,
Gogoasa cu ciocolata donuts McDonald's,408,6,20,50,2,1 buc = 50 g
Gogosi Desayunos y Meriendas,475,7,27,51,0,1 gogoasa = 42 g
"Gris cu lapte 1,5% Mondamin Griessbrei",95,4,1.5,16,0.5,"1 plic 100 g preparat cu 0,5 l lapte1,5%"
Gris desert Dr. Oetker,111,3.6,3,17.2,0.3,
Guma de mestecat Wrigley's Winterfresh Original,148,0,0,61.6,0,1 drajeu = 1.4 g
Halva cu cacao August,530,15.8,36.4,38.3,0,1 pachet = 200 g
Halva cu fistic fara zahar Koska,494.2,14.6,42,14.3,2,1 cutie = 350 g
Halva de floarea soarelui cu cacao Tecsa,569,11.2,38.7,41,5.9,1 buc = 200 g
Halva de floarea soarelui Tecsa,550,14,37,43,0,1 pachet = 200 g
Halva de vanilie,523,11.6,29.7,54,0,
Halva din seminte  de floarea  soarelui cu zahar Drujcovscaia,531,15.4,36.3,39.6,0,1 pachet 200 g
Halvita cu arahide,381,0.3,3.6,81.2,0,1 buc = 80 gr
Indulcitor de masa Tagatoza Tagatesse,175,0,0,79.8,20.1,1 punga = 500 g
Inele de biscuiti Sondey Lidl,541,4.6,14.8,23.1,0.9,1 biscuite = 20 g
Ingetata pe bat cu vanilie si cacao Diany,260,3,16,26,0,1 buc = 45 g
Inghetata  de portocaleTwister Orange Algida,110,0.5,1,23,0,1 buc = 71 g
Inghetata alba premium white Napoca,315,4.2,21.7,25.9,0,1 portie = 60 g
Inghetata Aloma Vanilla Strawberry Syrup,169,3.1,4.1,29.9,0,
Inghetata Antarctica trio Napolitano,165,1.9,8,20.2,0,1 cutie = 2 kg
Inghetata aroma portocala cu topping de ciocolata KFC,231.3,2.8,31.4,10.5,0,1 buc = 100 g
Inghetata aroma vanilie Moana Betty Ice,129,2.9,4,20.5,0,1 buc = 40 g
Inghetata Best Megabar Nestle,343,4.3,21.5,33,0,1 buc = 72
Inghetata Betty Blue fructe de padure Betty Ice,194,2.1,10,23.8,0,
Inghetata Big Milk choco Algida,284,2.8,18,27,0,1 inghetata = 60 g
Inghetata cacao 365,203,3.2,11.2,22.4,0,
Inghetata cacao cherry syrup Aloma,180,3.8,3.9,32.4,0,1 buc = 490 g
Inghetata cacao cu arahide si glazura de cacao Alpin,276.1,11.8,14.6,21.6,0,1 cornet =70 g
Inghetata cacao Kit Kat,227,3.7,9.2,32.3,0,1 cutie = 285 g
Inghetata cacao si aroma de vanilie Nesquik Nestle,184,2.9,6.1,29,1,1 inghetata = 35 g
Inghetata capsuni McFlurry McDonalds,190,3.3,4.7,34,0.7,1 portie = 150 g
Inghetata capsuni Minuto Betty ice,132,2.2,3,24.1,0,1 buc = 285 g
Inghetata caramel cacao syrup Aloma,175,3.7,5,28.8,0,
Inghetata caramel Lido Betty Ice,150,2.5,6,21.5,0,
Inghetata caramel Toledo Betty Ice,150,2.5,6,21.5,0,
Inghetata Choc Choc Chip Nirvana,248,4.7,12.8,28.6,0,
Inghetata choco Lido Betty Ice,144,2.7,6,19.8,0,
Inghetata choco Toledo Betty Ice,150,2.5,6,21.5,0,
Inghetata chocolate brownie Carte D'Or,194,4,6.5,29,0,1 cutie = 500 g
Inghetata ciocolata Belcanto Betty Ice,150,2.5,6,21.5,0,
Inghetata ciocolata Horeca,214,3.5,11,25,0,
Inghetata ciocolata Minuto Betty Ice,118,2.6,3,20.1,0,1 buc = 285 g
Inghetata ciocolata Transilvania Gold,311.3,2.6,19.1,29.8,0,1 portie = 85 g
Inghetata Clasic JLC,231,4.6,15,19.4,0,1 pachet = 1kg
Inghetata Cool & Slim vanilie-cacao Nestle,82,4.5,0.7,23,14,
Inghetata cornet Big Milk,240,3.5,8,37,0,
Inghetata cornet ciocolata Baleto Betty Ice,141,3.5,6,28.4,0.5,1 buc = 100 g
Inghetata cornet Corso,180,2.5,8.5,22.6,1.4,
Inghetata cornet Pina Colada Betty Ice,217,3.1,7.8,33.6,0.4,1 buc = 100 g
Inghetata cornet vanilie-capsuni Joe,251,4.5,10.9,33.6,0,1 bucata = 65 g
Inghetata cu ananas Betty Ice,149,2.7,5.8,22.4,0,1 cutie = 500 g
Inghetata cu aroma de ciocolata si lichior de cafea Nirvana,251,4.7,12.8,29.2,0,1 cutie mica = 136 g
Inghetata cu aroma de kiwi Poienita,205.6,3.6,10.3,23.3,0,1 bucata = 40 g
Inghetata cu aroma de nuci si topping de caramel Acrobat,182.4,5,8,22.6,0,1 cutie = 480 g
Inghetata cu aroma de tiramisu Malaga Alpin,222,2.8,10.7,26.8,0,
Inghetata cu aroma de vanilie Moana,294,1.8,20.1,26.5,0,1 inghetata = 30 g
Inghetata cu biscuiti Cookies & Cream Nirvana,264,3.9,15.5,26.9,0,1 cutie mica = 130 g
Inghetata cu cacao la cornet Acrobat,184,3.5,8,24.5,0,1 bucata = 45 g 
Inghetata cu capsuni Big Milk Algida,139,2,4.6,22,0,1 buc  = 79 g
Inghetata cu caramel Joy,164,2.7,6.9,22.8,0.1,1 caserola = 460 g
Inghetata cu ciocolata Acrobat,172,2.5,9,20.2,0,1 bucata = 50 g 
Inghetata cu ciocolata si aroma de rom cu glazura de ciocolata Alpin Premium,255,3.1,16.1,24.2,1.1,1 inghetata = 60 g
Inghetata cu ciocolata si migdale invelita in ciocolata Master Kpi Kpi,306,4,19.9,27.9,0,1 buc = 95 g
Inghetata cu fistic Delhaize,236,6.6,14.8,19.1,0,
Inghetata cu fructe de padure si aroma iaurt 365,220,1.8,9.3,32.2,0,
Inghetata cu gust de vanilie si capsune Cool Stix K-Classic,193,2.2,9.3,25,0,1 buc = 45 g
Inghetata cu iaurt si caramel Big Milk,109,1.7,3.6,23,0,1 inghetata = 68 g
"Inghetata cu lamaie, portocale, capsune, cu glazura verde de zahar si bomboane efervescente Cool Stix K-Classic",139,0.2,2.5,29,0,1 buc = 65 g
Inghetata cu migdale si ciocolata Napolact Premium,307,4.7,25,21,0,1 inghetata = 60 g
Inghetata cu nuci si stafide Ballino Creamy,209,3.5,10.6,24.5,0,1 cutie = 500g
Inghetata cu rom si stafide Betty Ice,148,3,6,20.5,0,1 cutie mica = 95 g
Inghetata cu stafide si rom Lido,148,3,6,20.5,0,1 cutie mica = 95 g
Inghetata cu struguri Premium Napolact,268,3.1,16,28,0,1 inghetata = 60 g
Inghetata cu vanilie sandwich Joe,277,5.2,11.6,38,0,1 bucata = 95 g
Inghetata cuore Lido Betty Ice,150,2.5,6,21.5,0,
Inghetata Dame Blanche Delhaize,202,3,9.1,26.8,0.1,1 lingura = 5 g
Inghetata de cacao cu granule de alune si pricomigdale Obsession Amicii,267.1,4.2,15.2,28.3,0,1 cutie = 550 g
Inghetata de cacao si glazura de cacao cu arahide Bonetta LUX,216,2.5,12,24.7,0,1 inghetata = 60 g
Inghetata de cappuccino si cacao Moana Betty Ice,177,2.4,9,21.5,0,1 buc = 49 g
Inghetata de capsuni si piersici Mini Smoothies Eistar,108,0.2,0.1,26.6,1,
Inghetata de casa cu visine,116.4,0.9,9.4,8,1,
Inghetata de ciocolata cu bucatele de ciocolata K-Classic,234,3,12.7,25.7,2.2,1 caserola = 500 g
Inghetata de ciocolata cu indulcitor Diet Elion,136,4,3.5,25.5,0,
Inghetata de ciocolata pe bat Infinity Magnum Algida,340,4.5,22,27,0,1 buc = 80 g
Inghetata de ciocolata si rom Bamboo,156.6,3,7,33,0,1 cutie = 250 g
Inghetata de frisca si fructe de padure Fulg de nea Alpin,192,2.4,9.4,24.2,0,1 pahar = 100 g
Inghetata de fructul pasiunii Corso,83,1.4,3.8,10,0,
Inghetata de lapte cu banane si glazura de cacao Cool Stix K-Classic,236,4.1,12,28,0,1 buc = 28 g
Inghetata de nuci classic  Kaufland,253,2.8,15.2,26.1,0,
Inghetata de pepene galben dietetica Lido,106,5.5,5,9.8,5.7,
Inghetata de vanilie Bambino Top Gel,277.7,2.3,18,26.6,0,1 bucata = 50 g
Inghetata de vanilie cu glazura 365,314,3.3,19,32.4,0,
Inghetata de vanilie pe bat cu sirop de capsuni acoperita in ciocolata Joe,244,3,13.6,27.4,0,1 buc = 60 g
"Inghetata de vanilie si cacao, cu arahide, cirese si topping de cacao Gelino Top Gel",156,2.4,6.6,21.7,0.8,
Inghetata de vanilie Top Gel,317.3,3.3,23.8,21.9,0,1 bucata = 50 g
Inghetata Delizioso Bananasplit Rios,229,3.7,9.9,30.6,0,1 cutie = 515 g
Inghetata dietetica cacao Betty Ice Lido,100,5.2,4.8,8.8,5.7,
Inghetata fragola Lido Betty Ice,148,3,6,20.5,0,1 cutie = 95 g
Inghetata frisca cornet Baleto Betty Ice,150,2.5,6,21.5,0,1 buc = 190 g
Inghetata fructe de padure Belcanto Betty Ice,160,1.7,6.3,24.5,0,
Inghetata fructul pasiunii Tonitto,132,0.1,0,32.6,0,1 cutie = 275 g
Inghetata Hit de vanilie Nestle,256,3.1,14.6,28,0,1 buc = 58 g
Inghetata iaurt si fructe padure New Ice Amicii,185.4,1.5,6.1,31.2,0,1 cutie = 500 g
Inghetata Ice stick K-Classic,331,4.5,22,28,0.9,1 buc = 85 g
Inghetata Intenso cu aroma de ciocolata si menta Corso,130,1.4,6.2,17,0,1 cutie = 287 g
Inghetata la cornet cu cacao Cornetto Algida,270,3.5,13,34,0,1 buc = 70 g
Inghetata la cornet cu cacao si vanilie Rodeo Classic Kpi Kpi,273,3.6,13.8,33.7,0,1 buc = 98 g
Inghetata la cornet cu gust de ciocolata Ballino,274,3.3,11.2,38.8,0,1 bucata = 74 g
Inghetata la cornet Mini Topgun Nestle,353,4,18.5,42.4,0,1 cornet = 19 g
Inghetata la cornet vanilie si ciocolata Joe,255,4.6,11,34.6,0,1 cornet = 65 g 
Inghetata lamaie si mure Napoca,130,1.2,2,28,0,
Inghetata Magnum Black Espresso,300,3.5,19,28,0,1 buc = 80 g
Inghetata malaga Toledo Betty Ice,150,2.5,6,21.5,0,
Inghetata Master of taste cookie dough Mcennedy Lidl,264,4,14,29,0,1 cutie = 420 g
Inghetata Mc Flurry cu toping ciocolata Lion King McDonalds,224,4,8,35,0.4,1 portie = 170 g
Inghetata Milka Choco Crisps,321,4.4,39.4,16.1,0.8,1 buc = 72 g
Inghetata mini cu frisca si ciocolata Carrefour,174,3.5,8,22,0.9,1 buc = 25 g
Inghetata mousse ciocolata Napolat,171,2.9,8,22,0,1 cutie = 150 g
Inghetata Nestle Hello Kitty,156,1.6,6.1,23.7,0,1 bucata = 24 g
Inghetata Nirvana brownies si sirop ciocolata,234,4.5,10.6,30.1,0,
Inghetata Nirvana cu ciocolata si cirese,205,3.8,8.5,28.4,0,
Inghetata Orsetto Betty Ice,152,3.1,4.6,24.5,2.3,1 buc = 63 g
Inghetata pe bat cacao Moana Betty Ice,173,2.4,9.2,20.2,0,1 buc = 49 g
Inghetata pe bat cacao si vanilie invelita in ciocolata Hi-Fi Kpi Kpi,260.4,3.5,16.5,24.6,0,1 buc = 65 g
Inghetata pe bat fructe de padure Moana Betty Ice,148,1.7,5,24,0,1 buc = 49 g
Inghetata pe bat Mini King Special Romanza Plus,342,3.8,21.4,33.6,0,1 bucata = 50 g
Inghetata pe bat orange-vanilla Quickyly Betty Ice,203,2.4,3,41.5,0,1 buc =50 g
Inghetata pe bat zmeura-vanilla Quickyly Betty Ice,203,2.4,3,41.5,0,1 buc = 50 g
Inghetata pepene verde Pirulo watermelon Nestle,91,0.1,0.7,21,0,1 buc = 67 g
Inghetata pinacolada Bambino Topgel,157.9,2.2,5.4,25.1,0,1 cutie = 150 g
Inghetata Premium Napoca,307,4,21,25,0,1 bucata = 60 g
Inghetata quark chocolate Stilla dolce,178,2.8,8.6,22.2,0,1 cutie = 400 g
Inghetata Rom Autentic,290,2.7,20.8,22.8,0,
Inghetata sandwich  vanilie Squash Betty Ice,150,2.5,6,21.5,0,1 buc = 93 g
Inghetata sandwich cacao Joe,254,3.2,12.6,32.2,0,1 buc = 90 g
Inghetata sandwich classic Rios,267,3.5,16.1,26.7,0,1 bucata = 54 g
Inghetata sandwich vanilie si biscuiti de cacao Squash Betty Ice,253,5.2,7.7,41,1,1 buc =93 g
Inghetata Scarisoara Napoca,150,2,5,22,0,
Inghetata serbet de lamaie Tonito,130,0,0,32,0,1 cutie = 275 g
Inghetata sorbet fructul pasiunii Delhaize,151,0.6,0.1,36.8,0.6,1 cutie = 450 g
Inghetata stracciatella Kaufland,226,2.1,12,27,0.7,1 cutie = 500 g
Inghetata struguri Premium Napoca,300,3.5,19,29,0,1 buc = 86 g
Inghetata tiramisu ananas New Ice Amicii,178.8,1.7,6,29.5,0,1 cutie = 500 g
Inghetata tiramisu KFC,240.5,3.3,28,12.8,0,1 buc = 100 g
Inghetata Triple Chocolate Carte D'Or,210,4,10,27,0,
Inghetata Twister Green Max Algida,107,0.5,1.2,22,0,1 inghetata = 71 g
